ID,glAccountNumber,userDefined1,userDefined2,journalEntryType,journalId,period,amount,amountCreditDebitIndicator,jeLineDescription,reportingAmountCurrency,transactionId,enteredBy,enteredDateTime,tags
1428,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,252,1/1/2024,-1859.63,C,Receivables Sales Entry,Z-US$,1441,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1429,300-5130-00,Commissions - Sales,common:Expenses,SJ,252,1/1/2024,55.79,D,Receivables Sales Entry,Z-US$,1442,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1430,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,253,1/1/2024,2356.89,D,Receivables Sales Entry,Z-US$,1443,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1431,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,253,1/1/2024,-70.71,C,Receivables Sales Entry,Z-US$,1444,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1432,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,253,1/1/2024,-2356.89,C,Receivables Sales Entry,Z-US$,1445,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1433,300-5130-00,Commissions - Sales,common:Expenses,SJ,253,1/1/2024,70.71,D,Receivables Sales Entry,Z-US$,1446,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1434,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,254,1/1/2024,825.64,D,Receivables Sales Entry,Z-US$,1447,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1435,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,254,1/1/2024,-24.77,C,Receivables Sales Entry,Z-US$,1448,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1436,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,254,1/1/2024,-825.64,C,Receivables Sales Entry,Z-US$,1449,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1437,300-5130-00,Commissions - Sales,common:Expenses,SJ,254,1/1/2024,24.77,D,Receivables Sales Entry,Z-US$,1450,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1438,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,255,1/1/2024,2159.87,D,Receivables Sales Entry,Z-US$,1451,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1439,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,255,1/1/2024,-64.8,C,Receivables Sales Entry,Z-US$,1452,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1440,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,255,1/1/2024,-2159.87,C,Receivables Sales Entry,Z-US$,1453,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1441,300-5130-00,Commissions - Sales,common:Expenses,SJ,255,1/1/2024,64.8,D,Receivables Sales Entry,Z-US$,1454,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1442,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,256,1/1/2024,1228.65,D,Receivables Sales Entry,Z-US$,1455,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1443,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,256,1/1/2024,-30.72,C,Receivables Sales Entry,Z-US$,1456,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1444,000-2330-00,Australia Sales Tax Payable,common:CurrentLiabilities,SJ,256,1/1/2024,-204.78,C,Receivables Sales Entry,Z-US$,1457,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1445,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,256,1/1/2024,-1023.87,C,Receivables Sales Entry,Z-US$,1458,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1446,300-5130-00,Commissions - Sales,common:Expenses,SJ,256,1/1/2024,30.72,D,Receivables Sales Entry,Z-US$,1459,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1447,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,257,1/1/2024,1843.47,D,Receivables Sales Entry,Z-US$,1460,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1448,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,257,1/1/2024,-51.69,C,Receivables Sales Entry,Z-US$,1461,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1449,000-2320-00,GST Collected-Canada,common:CurrentLiabilities,SJ,257,1/1/2024,-120.6,C,Receivables Sales Entry,Z-US$,1462,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1450,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,257,1/1/2024,-1722.87,C,Receivables Sales Entry,Z-US$,1463,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1451,300-5130-00,Commissions - Sales,common:Expenses,SJ,257,1/1/2024,51.69,D,Receivables Sales Entry,Z-US$,1464,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1452,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,258,1/1/2024,986.97,D,Receivables Sales Entry,Z-US$,1465,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1453,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,258,1/1/2024,-29.61,C,Receivables Sales Entry,Z-US$,1466,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1454,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,258,1/1/2024,-986.97,C,Receivables Sales Entry,Z-US$,1467,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1455,300-5130-00,Commissions - Sales,common:Expenses,SJ,258,1/1/2024,29.61,D,Receivables Sales Entry,Z-US$,1468,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1456,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,259,1/1/2024,890,D,Receivables Sales Entry,Z-US$,1469,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1457,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,259,1/1/2024,-26.7,C,Receivables Sales Entry,Z-US$,1470,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1458,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,259,1/1/2024,-890,C,Receivables Sales Entry,Z-US$,1471,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1459,300-5130-00,Commissions - Sales,common:Expenses,SJ,259,1/1/2024,26.7,D,Receivables Sales Entry,Z-US$,1472,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1460,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,260,1/1/2024,2109.87,D,Receivables Sales Entry,Z-US$,1473,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1461,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,260,1/1/2024,-63.3,C,Receivables Sales Entry,Z-US$,1474,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1462,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,260,1/1/2024,-2109.87,C,Receivables Sales Entry,Z-US$,1475,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1463,300-5130-00,Commissions - Sales,common:Expenses,SJ,260,1/1/2024,63.3,D,Receivables Sales Entry,Z-US$,1476,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1464,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,261,1/1/2024,2080.94,D,Receivables Sales Entry,Z-US$,1477,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1465,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,261,1/1/2024,-62.43,C,Receivables Sales Entry,Z-US$,1478,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1466,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,261,1/1/2024,-2080.94,C,Receivables Sales Entry,Z-US$,1479,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1467,300-5130-00,Commissions - Sales,common:Expenses,SJ,261,1/1/2024,62.43,D,Receivables Sales Entry,Z-US$,1480,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1468,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,262,1/1/2024,7972.75,D,Receivables Sales Entry,Z-US$,1481,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1469,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,262,1/1/2024,-239.18,C,Receivables Sales Entry,Z-US$,1482,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1470,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,262,1/1/2024,-7972.75,C,Receivables Sales Entry,Z-US$,1483,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1471,300-5130-00,Commissions - Sales,common:Expenses,SJ,262,1/1/2024,239.18,D,Receivables Sales Entry,Z-US$,1484,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1472,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,263,1/1/2024,2399.74,D,Receivables Sales Entry,Z-US$,1485,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1473,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,263,1/1/2024,-71.99,C,Receivables Sales Entry,Z-US$,1486,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1474,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,263,1/1/2024,-2399.74,C,Receivables Sales Entry,Z-US$,1487,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1475,300-5130-00,Commissions - Sales,common:Expenses,SJ,263,1/1/2024,71.99,D,Receivables Sales Entry,Z-US$,1488,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1476,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,264,1/1/2024,1799.04,D,Receivables Sales Entry,Z-US$,1489,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1477,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,264,1/1/2024,-53.97,C,Receivables Sales Entry,Z-US$,1490,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1478,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,264,1/1/2024,-1799.04,C,Receivables Sales Entry,Z-US$,1491,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1479,300-5130-00,Commissions - Sales,common:Expenses,SJ,264,1/1/2024,53.97,D,Receivables Sales Entry,Z-US$,1492,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1480,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,265,1/1/2024,2977.74,D,Receivables Sales Entry,Z-US$,1493,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1481,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,265,1/1/2024,-89.33,C,Receivables Sales Entry,Z-US$,1494,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1482,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,265,1/1/2024,-2977.74,C,Receivables Sales Entry,Z-US$,1495,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1483,300-5130-00,Commissions - Sales,common:Expenses,SJ,265,1/1/2024,89.33,D,Receivables Sales Entry,Z-US$,1496,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1484,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,266,1/1/2024,1569.74,D,Receivables Sales Entry,Z-US$,1497,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1485,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,266,1/1/2024,-47.09,C,Receivables Sales Entry,Z-US$,1498,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1486,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,266,1/1/2024,-1569.74,C,Receivables Sales Entry,Z-US$,1499,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1487,300-5130-00,Commissions - Sales,common:Expenses,SJ,266,1/1/2024,47.09,D,Receivables Sales Entry,Z-US$,1500,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1488,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,267,1/1/2024,233.24,D,Receivables Sales Entry,Z-US$,1501,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1489,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,267,1/1/2024,-6.54,C,Receivables Sales Entry,Z-US$,1502,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1490,000-2320-00,GST Collected-Canada,common:CurrentLiabilities,SJ,267,1/1/2024,-15.26,C,Receivables Sales Entry,Z-US$,1503,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1491,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,267,1/1/2024,-217.98,C,Receivables Sales Entry,Z-US$,1504,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1492,300-5130-00,Commissions - Sales,common:Expenses,SJ,267,1/1/2024,6.54,D,Receivables Sales Entry,Z-US$,1505,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1493,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,268,1/1/2024,2477.31,D,Receivables Sales Entry,Z-US$,1506,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1494,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,268,1/1/2024,-74.32,C,Receivables Sales Entry,Z-US$,1507,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1495,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,268,1/1/2024,-2477.31,C,Receivables Sales Entry,Z-US$,1508,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1496,300-5130-00,Commissions - Sales,common:Expenses,SJ,268,1/1/2024,74.32,D,Receivables Sales Entry,Z-US$,1509,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1497,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,269,1/1/2024,1684.79,D,Receivables Sales Entry,Z-US$,1510,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1498,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,269,1/1/2024,-50.54,C,Receivables Sales Entry,Z-US$,1511,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1499,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,269,1/1/2024,-1684.79,C,Receivables Sales Entry,Z-US$,1512,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1500,300-5130-00,Commissions - Sales,common:Expenses,SJ,269,1/1/2024,50.54,D,Receivables Sales Entry,Z-US$,1513,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1501,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,270,1/1/2024,-55.67,C,Receivables Sales Entry,Z-US$,1514,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1502,000-2320-00,GST Collected-Canada,common:CurrentLiabilities,SJ,270,1/1/2024,-129.9,C,Receivables Sales Entry,Z-US$,1515,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1503,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,270,1/1/2024,-1855.69,C,Receivables Sales Entry,Z-US$,1516,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1504,300-5130-00,Commissions - Sales,common:Expenses,SJ,270,1/1/2024,55.67,D,Receivables Sales Entry,Z-US$,1517,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1505,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,270,1/1/2024,1985.59,D,Receivables Sales Entry,Z-US$,1518,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1506,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,271,1/1/2024,1909.44,D,Receivables Sales Entry,Z-US$,1519,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1507,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,271,1/1/2024,-53.54,C,Receivables Sales Entry,Z-US$,1520,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1508,000-2320-00,GST Collected-Canada,common:CurrentLiabilities,SJ,271,1/1/2024,-124.92,C,Receivables Sales Entry,Z-US$,1521,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1509,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,271,1/1/2024,-1784.52,C,Receivables Sales Entry,Z-US$,1522,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1510,300-5130-00,Commissions - Sales,common:Expenses,SJ,271,1/1/2024,53.54,D,Receivables Sales Entry,Z-US$,1523,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1511,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,272,1/1/2024,1569.31,D,Receivables Sales Entry,Z-US$,1524,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1512,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,272,1/1/2024,-47.08,C,Receivables Sales Entry,Z-US$,1525,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1513,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,272,1/1/2024,-1569.31,C,Receivables Sales Entry,Z-US$,1526,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1514,300-5130-00,Commissions - Sales,common:Expenses,SJ,272,1/1/2024,47.08,D,Receivables Sales Entry,Z-US$,1527,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1515,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,273,1/1/2024,984.25,D,Receivables Sales Entry,Z-US$,1528,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1516,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,273,1/1/2024,-29.53,C,Receivables Sales Entry,Z-US$,1529,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1517,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,273,1/1/2024,-984.25,C,Receivables Sales Entry,Z-US$,1530,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1518,300-5130-00,Commissions - Sales,common:Expenses,SJ,273,1/1/2024,29.53,D,Receivables Sales Entry,Z-US$,1531,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1519,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,274,1/1/2024,1087.11,D,Receivables Sales Entry,Z-US$,1532,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1520,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,274,1/1/2024,-30.48,C,Receivables Sales Entry,Z-US$,1533,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1521,000-2320-00,GST Collected-Canada,common:CurrentLiabilities,SJ,274,1/1/2024,-71.12,C,Receivables Sales Entry,Z-US$,1534,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1522,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,274,1/1/2024,-1015.99,C,Receivables Sales Entry,Z-US$,1535,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1523,300-5130-00,Commissions - Sales,common:Expenses,SJ,274,1/1/2024,30.48,D,Receivables Sales Entry,Z-US$,1536,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1524,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,275,1/1/2024,1535.79,D,Receivables Sales Entry,Z-US$,1537,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1525,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,275,1/1/2024,-43.06,C,Receivables Sales Entry,Z-US$,1538,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1526,000-2320-00,GST Collected-Canada,common:CurrentLiabilities,SJ,275,1/1/2024,-100.47,C,Receivables Sales Entry,Z-US$,1539,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1527,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,275,1/1/2024,-1435.32,C,Receivables Sales Entry,Z-US$,1540,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1528,300-5130-00,Commissions - Sales,common:Expenses,SJ,275,1/1/2024,43.06,D,Receivables Sales Entry,Z-US$,1541,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1529,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,276,1/1/2024,1859.64,D,Receivables Sales Entry,Z-US$,1542,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1530,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,276,1/1/2024,-55.79,C,Receivables Sales Entry,Z-US$,1543,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1531,000-4142-00,AustralAsian Sales - Repair Charges,common:Revenues,SJ,276,1/1/2024,-1859.64,C,Receivables Sales Entry,Z-US$,1544,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1532,300-5130-00,Commissions - Sales,common:Expenses,SJ,276,1/1/2024,55.79,D,Receivables Sales Entry,Z-US$,1545,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1533,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,277,1/1/2024,3598.75,D,Receivables Sales Entry,Z-US$,1546,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1534,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,277,1/1/2024,-107.96,C,Receivables Sales Entry,Z-US$,1547,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1535,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,277,1/1/2024,-3598.75,C,Receivables Sales Entry,Z-US$,1548,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1536,300-5130-00,Commissions - Sales,common:Expenses,SJ,277,1/1/2024,107.96,D,Receivables Sales Entry,Z-US$,1549,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1537,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,278,1/1/2024,1675.96,D,Receivables Sales Entry,Z-US$,1550,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1538,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,278,1/1/2024,-46.99,C,Receivables Sales Entry,Z-US$,1551,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1539,000-2320-00,GST Collected-Canada,common:CurrentLiabilities,SJ,278,1/1/2024,-109.64,C,Receivables Sales Entry,Z-US$,1552,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1540,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,278,1/1/2024,-1566.32,C,Receivables Sales Entry,Z-US$,1553,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1541,300-5130-00,Commissions - Sales,common:Expenses,SJ,278,1/1/2024,46.99,D,Receivables Sales Entry,Z-US$,1554,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1542,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,279,1/1/2024,3488.57,D,Receivables Sales Entry,Z-US$,1555,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1543,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,279,1/1/2024,-104.66,C,Receivables Sales Entry,Z-US$,1556,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1544,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,279,1/1/2024,-3488.57,C,Receivables Sales Entry,Z-US$,1557,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1545,300-5130-00,Commissions - Sales,common:Expenses,SJ,279,1/1/2024,104.66,D,Receivables Sales Entry,Z-US$,1558,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1546,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,280,1/1/2024,723.54,D,Receivables Sales Entry,Z-US$,1559,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1547,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,280,1/1/2024,-20.29,C,Receivables Sales Entry,Z-US$,1560,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1548,000-2320-00,GST Collected-Canada,common:CurrentLiabilities,SJ,280,1/1/2024,-47.33,C,Receivables Sales Entry,Z-US$,1561,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1549,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,280,1/1/2024,-676.21,C,Receivables Sales Entry,Z-US$,1562,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1550,300-5130-00,Commissions - Sales,common:Expenses,SJ,280,1/1/2024,20.29,D,Receivables Sales Entry,Z-US$,1563,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1551,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,281,1/1/2024,2499.76,D,Receivables Sales Entry,Z-US$,1564,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1552,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,281,1/1/2024,-74.99,C,Receivables Sales Entry,Z-US$,1565,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1553,000-4142-00,AustralAsian Sales - Repair Charges,common:Revenues,SJ,281,1/1/2024,-2499.76,C,Receivables Sales Entry,Z-US$,1566,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1554,300-5130-00,Commissions - Sales,common:Expenses,SJ,281,1/1/2024,74.99,D,Receivables Sales Entry,Z-US$,1567,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1555,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,282,1/1/2024,2966.78,D,Receivables Sales Entry,Z-US$,1568,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1556,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,282,1/1/2024,-89,C,Receivables Sales Entry,Z-US$,1569,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1557,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,282,1/1/2024,-2966.78,C,Receivables Sales Entry,Z-US$,1570,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1558,300-5130-00,Commissions - Sales,common:Expenses,SJ,282,1/1/2024,89,D,Receivables Sales Entry,Z-US$,1571,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1559,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,283,1/1/2024,825.59,D,Receivables Sales Entry,Z-US$,1572,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1560,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,283,1/1/2024,-24.77,C,Receivables Sales Entry,Z-US$,1573,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1561,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,283,1/1/2024,-825.59,C,Receivables Sales Entry,Z-US$,1574,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1562,300-5130-00,Commissions - Sales,common:Expenses,SJ,283,1/1/2024,24.77,D,Receivables Sales Entry,Z-US$,1575,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1563,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,284,1/1/2024,2495.53,D,Receivables Sales Entry,Z-US$,1576,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1564,000-2120-00,Commissions Payable,common:CurrentLiabilities,SJ,284,1/1/2024,-74.87,C,Receivables Sales Entry,Z-US$,1577,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
1565,000-4140-00,US Sales - Repair Charges,common:Revenues,SJ,284,1/1/2024,-2495.53,C,Receivables Sales Entry,Z-US$,1578,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1566,300-5130-00,Commissions - Sales,common:Expenses,SJ,284,1/1/2024,74.87,D,Receivables Sales Entry,Z-US$,1579,LESSON USER1,1/1/1900,common:ComprehensiveIncome
1567,000-1200-00,Accounts Receivable,common:CurrentAssets,SJ,285,1/1/2024,1721.6,D,Receivables Sales Entry,Z-US$,1580,LESSON USER1,1/1/1900,common:NetCashFlowOperatingActivities
