ID,glAccountNumber,userDefined1,userDefined2,journalEntryType,journalId,period,amount,amountCreditDebitIndicator,jeLineDescription,reportingAmountCurrency,transactionId,enteredBy,enteredDateTime,tags
4045,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1000,2/20/2026,812.99,D,Receivables Cash Receipts,Z-US$,4063,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4046,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1000,2/20/2026,-812.99,C,Receivables Cash Receipts,Z-US$,4064,sa,1/1/1900,mini:CollectionOfReceivables
4047,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1001,1/22/2026,25679.47,D,Sales Transaction Entry,Z-US$,4065,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4048,000-4110-02,US Sales - Finished Goods,mini:Sales,SJ,1001,1/22/2026,-23999.5,C,Sales Transaction Entry,Z-US$,4066,sa,1/1/1900,mini:NetIncomeLoss
4049,000-2320-00,GST Collected-Canada,mini:AccountsPayable,SJ,1001,1/22/2026,-1679.97,C,Sales Transaction Entry,Z-US$,4067,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4050,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1001,1/22/2026,719.99,D,Sales Transaction Entry,Z-US$,4068,sa,1/1/1900,mini:NetIncomeLoss
4051,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1001,1/22/2026,-719.99,C,Sales Transaction Entry,Z-US$,4069,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4052,000-1300-01,Inventory - Retail/Parts,mini:Inventories,SJ,1001,1/22/2026,-11970,C,Sales Transaction Entry,Z-US$,4070,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4053,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1001,1/22/2026,11970,D,Sales Transaction Entry,Z-US$,4071,sa,1/1/1900,mini:NetIncomeLoss
4054,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1002,2/20/2026,25679.47,D,Receivables Cash Receipts,Z-US$,4072,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4055,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1002,2/20/2026,-25679.47,C,Receivables Cash Receipts,Z-US$,4073,sa,1/1/1900,mini:CollectionOfReceivables
4056,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1003,1/23/2026,128.35,D,Sales Transaction Entry,Z-US$,4074,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4057,000-4110-02,US Sales - Finished Goods,mini:Sales,SJ,1003,1/23/2026,-119.95,C,Sales Transaction Entry,Z-US$,4075,sa,1/1/1900,mini:NetIncomeLoss
4058,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1003,1/23/2026,-7.2,C,Sales Transaction Entry,Z-US$,4076,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4059,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1003,1/23/2026,-1.2,C,Sales Transaction Entry,Z-US$,4077,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4060,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1003,1/23/2026,3.6,D,Sales Transaction Entry,Z-US$,4078,sa,1/1/1900,mini:NetIncomeLoss
4061,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1003,1/23/2026,-3.6,C,Sales Transaction Entry,Z-US$,4079,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4062,000-1300-01,Inventory - Retail/Parts,mini:Inventories,SJ,1003,1/23/2026,-59.29,C,Sales Transaction Entry,Z-US$,4080,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4063,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1003,1/23/2026,59.29,D,Sales Transaction Entry,Z-US$,4081,sa,1/1/1900,mini:NetIncomeLoss
4064,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1004,2/21/2026,128.35,D,Receivables Cash Receipts,Z-US$,4082,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4065,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1004,2/21/2026,-128.35,C,Receivables Cash Receipts,Z-US$,4083,sa,1/1/1900,mini:CollectionOfReceivables
4066,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1005,1/24/2026,117.65,D,Sales Transaction Entry,Z-US$,4084,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4067,000-4110-02,US Sales - Finished Goods,mini:Sales,SJ,1005,1/24/2026,-109.95,C,Sales Transaction Entry,Z-US$,4085,sa,1/1/1900,mini:NetIncomeLoss
4068,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1005,1/24/2026,-6.6,C,Sales Transaction Entry,Z-US$,4086,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4069,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1005,1/24/2026,-1.1,C,Sales Transaction Entry,Z-US$,4087,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4070,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1005,1/24/2026,3.3,D,Sales Transaction Entry,Z-US$,4088,sa,1/1/1900,mini:NetIncomeLoss
4071,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1005,1/24/2026,-3.3,C,Sales Transaction Entry,Z-US$,4089,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4072,000-1300-01,Inventory - Retail/Parts,mini:Inventories,SJ,1005,1/24/2026,-50.25,C,Sales Transaction Entry,Z-US$,4090,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4073,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1005,1/24/2026,50.25,D,Sales Transaction Entry,Z-US$,4091,sa,1/1/1900,mini:NetIncomeLoss
4074,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1006,2/20/2026,117.65,D,Receivables Cash Receipts,Z-US$,4092,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4075,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1006,2/20/2026,-117.65,C,Receivables Cash Receipts,Z-US$,4093,sa,1/1/1900,mini:CollectionOfReceivables
4076,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1007,1/25/2026,641.47,D,Sales Transaction Entry,Z-US$,4094,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4077,000-4100-00,Sales,mini:Sales,SJ,1007,1/25/2026,-599.5,C,Sales Transaction Entry,Z-US$,4095,sa,1/1/1900,mini:NetIncomeLoss
4078,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1007,1/25/2026,-35.97,C,Sales Transaction Entry,Z-US$,4096,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4079,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1007,1/25/2026,-6,C,Sales Transaction Entry,Z-US$,4097,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4080,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1007,1/25/2026,17.99,D,Sales Transaction Entry,Z-US$,4098,sa,1/1/1900,mini:NetIncomeLoss
4081,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1007,1/25/2026,-17.99,C,Sales Transaction Entry,Z-US$,4099,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4082,000-1300-02,Inventory - Finished Goods,mini:Inventories,SJ,1007,1/25/2026,-555,C,Sales Transaction Entry,Z-US$,4100,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4083,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1007,1/25/2026,555,D,Sales Transaction Entry,Z-US$,4101,sa,1/1/1900,mini:NetIncomeLoss
4084,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1008,2/24/2026,641.47,D,Receivables Cash Receipts,Z-US$,4102,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4085,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1008,2/24/2026,-641.47,C,Receivables Cash Receipts,Z-US$,4103,sa,1/1/1900,mini:CollectionOfReceivables
4086,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1009,1/26/2026,641.47,D,Sales Transaction Entry,Z-US$,4104,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4087,000-4100-00,Sales,mini:Sales,SJ,1009,1/26/2026,-599.5,C,Sales Transaction Entry,Z-US$,4105,sa,1/1/1900,mini:NetIncomeLoss
4088,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1009,1/26/2026,-35.97,C,Sales Transaction Entry,Z-US$,4106,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4089,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1009,1/26/2026,-6,C,Sales Transaction Entry,Z-US$,4107,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4090,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1009,1/26/2026,17.99,D,Sales Transaction Entry,Z-US$,4108,sa,1/1/1900,mini:NetIncomeLoss
4091,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1009,1/26/2026,-17.99,C,Sales Transaction Entry,Z-US$,4109,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4092,000-1300-02,Inventory - Finished Goods,mini:Inventories,SJ,1009,1/26/2026,-555,C,Sales Transaction Entry,Z-US$,4110,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4093,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1009,1/26/2026,555,D,Sales Transaction Entry,Z-US$,4111,sa,1/1/1900,mini:NetIncomeLoss
4094,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1010,2/24/2026,641.47,D,Receivables Cash Receipts,Z-US$,4112,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4095,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1010,2/24/2026,-641.47,C,Receivables Cash Receipts,Z-US$,4113,sa,1/1/1900,mini:CollectionOfReceivables
4096,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1011,1/27/2026,128.3,D,Sales Transaction Entry,Z-US$,4114,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4097,000-4100-00,Sales,mini:Sales,SJ,1011,1/27/2026,-119.9,C,Sales Transaction Entry,Z-US$,4115,sa,1/1/1900,mini:NetIncomeLoss
4098,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1011,1/27/2026,-7.2,C,Sales Transaction Entry,Z-US$,4116,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4099,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1011,1/27/2026,-1.2,C,Sales Transaction Entry,Z-US$,4117,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4100,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1011,1/27/2026,3.6,D,Sales Transaction Entry,Z-US$,4118,sa,1/1/1900,mini:NetIncomeLoss
4101,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1011,1/27/2026,-3.6,C,Sales Transaction Entry,Z-US$,4119,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4102,000-1300-02,Inventory - Finished Goods,mini:Inventories,SJ,1011,1/27/2026,-111,C,Sales Transaction Entry,Z-US$,4120,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4103,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1011,1/27/2026,111,D,Sales Transaction Entry,Z-US$,4121,sa,1/1/1900,mini:NetIncomeLoss
4104,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1012,2/25/2026,128.3,D,Receivables Cash Receipts,Z-US$,4122,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4105,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1012,2/25/2026,-128.3,C,Receivables Cash Receipts,Z-US$,4123,sa,1/1/1900,mini:CollectionOfReceivables
4106,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1013,1/28/2026,320.74,D,Sales Transaction Entry,Z-US$,4124,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4107,000-4100-00,Sales,mini:Sales,SJ,1013,1/28/2026,-299.75,C,Sales Transaction Entry,Z-US$,4125,sa,1/1/1900,mini:NetIncomeLoss
4108,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1013,1/28/2026,-17.99,C,Sales Transaction Entry,Z-US$,4126,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4109,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1013,1/28/2026,-3,C,Sales Transaction Entry,Z-US$,4127,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4110,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1013,1/28/2026,8.99,D,Sales Transaction Entry,Z-US$,4128,sa,1/1/1900,mini:NetIncomeLoss
4111,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1013,1/28/2026,-8.99,C,Sales Transaction Entry,Z-US$,4129,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4112,000-1300-02,Inventory - Finished Goods,mini:Inventories,SJ,1013,1/28/2026,-277.5,C,Sales Transaction Entry,Z-US$,4130,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4113,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1013,1/28/2026,277.5,D,Sales Transaction Entry,Z-US$,4131,sa,1/1/1900,mini:NetIncomeLoss
4114,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1014,2/24/2026,320.74,D,Receivables Cash Receipts,Z-US$,4132,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4115,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1014,2/24/2026,-320.74,C,Receivables Cash Receipts,Z-US$,4133,sa,1/1/1900,mini:CollectionOfReceivables
4116,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1015,1/29/2026,64.15,D,Sales Transaction Entry,Z-US$,4134,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4117,000-4100-00,Sales,mini:Sales,SJ,1015,1/29/2026,-59.95,C,Sales Transaction Entry,Z-US$,4135,sa,1/1/1900,mini:NetIncomeLoss
4118,000-2320-00,GST Collected-Canada,mini:AccountsPayable,SJ,1015,1/29/2026,-4.2,C,Sales Transaction Entry,Z-US$,4136,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4119,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1015,1/29/2026,1.8,D,Sales Transaction Entry,Z-US$,4137,sa,1/1/1900,mini:NetIncomeLoss
4120,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1015,1/29/2026,-1.8,C,Sales Transaction Entry,Z-US$,4138,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4121,000-1300-02,Inventory - Finished Goods,mini:Inventories,SJ,1015,1/29/2026,-55.5,C,Sales Transaction Entry,Z-US$,4139,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4122,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1015,1/29/2026,55.5,D,Sales Transaction Entry,Z-US$,4140,sa,1/1/1900,mini:NetIncomeLoss
4123,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1016,2/28/2026,64.15,D,Receivables Cash Receipts,Z-US$,4141,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4124,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1016,2/28/2026,-64.15,C,Receivables Cash Receipts,Z-US$,4142,sa,1/1/1900,mini:CollectionOfReceivables
4125,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1017,1/30/2026,256.7,D,Sales Transaction Entry,Z-US$,4143,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4126,000-4110-02,US Sales - Finished Goods,mini:Sales,SJ,1017,1/30/2026,-239.9,C,Sales Transaction Entry,Z-US$,4144,sa,1/1/1900,mini:NetIncomeLoss
4127,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1017,1/30/2026,-14.4,C,Sales Transaction Entry,Z-US$,4145,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4128,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1017,1/30/2026,-2.4,C,Sales Transaction Entry,Z-US$,4146,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4129,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1017,1/30/2026,7.2,D,Sales Transaction Entry,Z-US$,4147,sa,1/1/1900,mini:NetIncomeLoss
4130,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1017,1/30/2026,-7.2,C,Sales Transaction Entry,Z-US$,4148,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4131,000-1300-01,Inventory - Retail/Parts,mini:Inventories,SJ,1017,1/30/2026,-118.58,C,Sales Transaction Entry,Z-US$,4149,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4132,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1017,1/30/2026,118.58,D,Sales Transaction Entry,Z-US$,4150,sa,1/1/1900,mini:NetIncomeLoss
4133,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1018,2/28/2026,256.7,D,Receivables Cash Receipts,Z-US$,4151,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4134,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1018,2/28/2026,-256.7,C,Receivables Cash Receipts,Z-US$,4152,sa,1/1/1900,mini:CollectionOfReceivables
4135,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1019,1/31/2026,320.74,D,Sales Transaction Entry,Z-US$,4153,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4136,000-4100-00,Sales,mini:Sales,SJ,1019,1/31/2026,-299.75,C,Sales Transaction Entry,Z-US$,4154,sa,1/1/1900,mini:NetIncomeLoss
4137,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1019,1/31/2026,-17.99,C,Sales Transaction Entry,Z-US$,4155,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4138,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1019,1/31/2026,-3,C,Sales Transaction Entry,Z-US$,4156,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4139,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1019,1/31/2026,8.99,D,Sales Transaction Entry,Z-US$,4157,sa,1/1/1900,mini:NetIncomeLoss
4140,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1019,1/31/2026,-8.99,C,Sales Transaction Entry,Z-US$,4158,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4141,000-1300-02,Inventory - Finished Goods,mini:Inventories,SJ,1019,1/31/2026,-277.5,C,Sales Transaction Entry,Z-US$,4159,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4142,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1019,1/31/2026,277.5,D,Sales Transaction Entry,Z-US$,4160,sa,1/1/1900,mini:NetIncomeLoss
4143,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1020,3/1/2026,320.74,D,Receivables Cash Receipts,Z-US$,4161,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4144,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1020,3/1/2026,-320.74,C,Receivables Cash Receipts,Z-US$,4162,sa,1/1/1900,mini:CollectionOfReceivables
4145,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1021,2/1/2026,641.47,D,Sales Transaction Entry,Z-US$,4163,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4146,000-4100-00,Sales,mini:Sales,SJ,1021,2/1/2026,-599.5,C,Sales Transaction Entry,Z-US$,4164,sa,1/1/1900,mini:NetIncomeLoss
4147,000-2320-00,GST Collected-Canada,mini:AccountsPayable,SJ,1021,2/1/2026,-41.97,C,Sales Transaction Entry,Z-US$,4165,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4148,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1021,2/1/2026,17.99,D,Sales Transaction Entry,Z-US$,4166,sa,1/1/1900,mini:NetIncomeLoss
4149,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1021,2/1/2026,-17.99,C,Sales Transaction Entry,Z-US$,4167,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4150,000-1300-02,Inventory - Finished Goods,mini:Inventories,SJ,1021,2/1/2026,-555,C,Sales Transaction Entry,Z-US$,4168,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4151,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1021,2/1/2026,555,D,Sales Transaction Entry,Z-US$,4169,sa,1/1/1900,mini:NetIncomeLoss
4152,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1022,2/28/2026,641.47,D,Receivables Cash Receipts,Z-US$,4170,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4153,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1022,2/28/2026,-641.47,C,Receivables Cash Receipts,Z-US$,4171,sa,1/1/1900,mini:CollectionOfReceivables
4154,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1023,2/2/2026,53.24,D,Sales Transaction Entry,Z-US$,4172,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4155,000-4110-02,US Sales - Finished Goods,mini:Sales,SJ,1023,2/2/2026,-49.75,C,Sales Transaction Entry,Z-US$,4173,sa,1/1/1900,mini:NetIncomeLoss
4156,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1023,2/2/2026,-2.99,C,Sales Transaction Entry,Z-US$,4174,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4157,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1023,2/2/2026,-0.5,C,Sales Transaction Entry,Z-US$,4175,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4158,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1023,2/2/2026,1.49,D,Sales Transaction Entry,Z-US$,4176,sa,1/1/1900,mini:NetIncomeLoss
4159,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1023,2/2/2026,-1.49,C,Sales Transaction Entry,Z-US$,4177,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4160,000-1300-01,Inventory - Retail/Parts,mini:Inventories,SJ,1023,2/2/2026,-16.45,C,Sales Transaction Entry,Z-US$,4178,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4161,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1023,2/2/2026,16.45,D,Sales Transaction Entry,Z-US$,4179,sa,1/1/1900,mini:NetIncomeLoss
4162,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1024,3/4/2026,53.24,D,Receivables Cash Receipts,Z-US$,4180,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4163,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1024,3/4/2026,-53.24,C,Receivables Cash Receipts,Z-US$,4181,sa,1/1/1900,mini:CollectionOfReceivables
4164,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1025,2/3/2026,19.9,D,Sales Transaction Entry,Z-US$,4182,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4165,000-4110-02,US Sales - Finished Goods,mini:Sales,SJ,1025,2/3/2026,-19.9,C,Sales Transaction Entry,Z-US$,4183,sa,1/1/1900,mini:NetIncomeLoss
4166,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1025,2/3/2026,0.6,D,Sales Transaction Entry,Z-US$,4184,sa,1/1/1900,mini:NetIncomeLoss
4167,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1025,2/3/2026,-0.6,C,Sales Transaction Entry,Z-US$,4185,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4168,000-1300-01,Inventory - Retail/Parts,mini:Inventories,SJ,1025,2/3/2026,-6.58,C,Sales Transaction Entry,Z-US$,4186,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4169,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1025,2/3/2026,6.58,D,Sales Transaction Entry,Z-US$,4187,sa,1/1/1900,mini:NetIncomeLoss
4170,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1026,3/4/2026,19.9,D,Receivables Cash Receipts,Z-US$,4188,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4171,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1026,3/4/2026,-19.9,C,Receivables Cash Receipts,Z-US$,4189,sa,1/1/1900,mini:CollectionOfReceivables
4172,000-1200-00,Accounts Receivable,mini:Receivables,SJ,1027,2/3/2026,10.65,D,Sales Transaction Entry,Z-US$,4190,sa,1/1/1900,mini:IncreaseInReceivablesFromSalesOnAccount
4173,000-4110-02,US Sales - Finished Goods,mini:Sales,SJ,1027,2/3/2026,-9.95,C,Sales Transaction Entry,Z-US$,4191,sa,1/1/1900,mini:NetIncomeLoss
4174,000-2300-00,IL State Sales Tax Payable,mini:AccountsPayable,SJ,1027,2/3/2026,-0.6,C,Sales Transaction Entry,Z-US$,4192,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4175,000-2310-00,Chicago City Sales Tax Payable,mini:AccountsPayable,SJ,1027,2/3/2026,-0.1,C,Sales Transaction Entry,Z-US$,4193,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4176,300-5130-00,Commissions - Sales,mini:SalesGeneralAndAdministrativeExpenses,SJ,1027,2/3/2026,0.3,D,Sales Transaction Entry,Z-US$,4194,sa,1/1/1900,mini:NetIncomeLoss
4177,000-2120-00,Commissions Payable,mini:AccountsPayable,SJ,1027,2/3/2026,-0.3,C,Sales Transaction Entry,Z-US$,4195,sa,1/1/1900,mini:PurchasesInventoryForSaleOnAccount
4178,000-1300-01,Inventory - Retail/Parts,mini:Inventories,SJ,1027,2/3/2026,-3.29,C,Sales Transaction Entry,Z-US$,4196,sa,1/1/1900,mini:DecreaseInInventoriesFromSales
4179,000-4510-01,Cost of Goods Sold - Retail/Parts,mini:CostsOfSales,SJ,1027,2/3/2026,3.29,D,Sales Transaction Entry,Z-US$,4197,sa,1/1/1900,mini:NetIncomeLoss
4180,000-1100-00,Cash - Operating Account,mini:CashAndCashEquivalents,CRJ,1028,3/20/2026,10.65,D,Receivables Cash Receipts,Z-US$,4198,sa,1/1/1900,mini:ProceedsFromCollectionOfReceivables
4181,000-1200-00,Accounts Receivable,mini:Receivables,CRJ,1028,3/20/2026,-10.65,C,Receivables Cash Receipts,Z-US$,4199,sa,1/1/1900,mini:CollectionOfReceivables
